state_code,year,month,value,country
1,1965,4,78.6,Alabama
1,1965,5,86.8,Alabama
1,1965,6,86.6,Alabama
1,1965,7,89.5,Alabama
1,1965,8,89.3,Alabama
1,1965,9,84.9,Alabama
1,1965,10,74.8,Alabama
1,1965,11,69.1,Alabama
1,1965,12,59.3,Alabama
1,1966,1,49.3,Alabama
1,1966,2,57.5,Alabama
1,1966,3,65.9,Alabama
1,1966,4,76.2,Alabama
1,1966,5,80.6,Alabama
1,1966,6,86.6,Alabama
1,1966,7,92.7,Alabama
1,1966,8,88.1,Alabama
1,1966,9,83.9,Alabama
1,1966,10,74.3,Alabama
1,1966,11,67.2,Alabama
1,1966,12,56.4,Alabama
1,1967,1,56.8,Alabama
1,1967,2,55.6,Alabama
1,1967,3,72.6,Alabama
1,1967,4,81.2,Alabama
1,1967,5,81.3,Alabama
1,1967,6,87.8,Alabama
1,1967,7,86.4,Alabama
