state_code,year,month,value,country
1,1949,8,78.9,Alabama
1,1949,9,72.4,Alabama
1,1949,10,69.0,Alabama
1,1949,11,51.8,Alabama
1,1949,12,48.6,Alabama
1,1950,1,58.9,Alabama
1,1950,2,53.2,Alabama
1,1950,3,52.2,Alabama
1,1950,4,59.2,Alabama
1,1950,5,73.7,Alabama
1,1950,6,77.6,Alabama
1,1950,7,77.5,Alabama
1,1950,8,77.1,Alabama
1,1950,9,72.1,Alabama
1,1950,10,66.1,Alabama
1,1950,11,48.6,Alabama
1,1950,12,41.2,Alabama
1,1951,1,46.8,Alabama
1,1951,2,49.3,Alabama
1,1951,3,56.1,Alabama
1,1951,4,61.1,Alabama
1,1951,5,70.2,Alabama
1,1951,6,78.4,Alabama
1,1951,7,80.8,Alabama
1,1951,8,82.4,Alabama
1,1951,9,75.6,Alabama
1,1951,10,65.9,Alabama
1,1951,11,48.7,Alabama
1,1951,12,49.9,Alabama
1,1952,1,52.4,Alabama
1,1952,2,51.1,Alabama
1,1952,3,53.3,Alabama
1,1952,4,61.0,Alabama
1,1952,5,71.5,Alabama
1,1952,6,82.0,Alabama
1,1952,7,82.3,Alabama
1,1952,8,79.7,Alabama
1,1952,9,72.1,Alabama
1,1952,10,57.6,Alabama
1,1952,11,51.9,Alabama
1,1952,12,45.3,Alabama
1,1953,1,49.0,Alabama
1,1953,2,48.9,Alabama
1,1953,3,58.1,Alabama
1,1953,4,60.6,Alabama
1,1953,5,73.8,Alabama
1,1953,6,80.6,Alabama
1,1953,7,79.6,Alabama
1,1953,8,79.0,Alabama
1,1953,9,73.7,Alabama
1,1953,10,65.3,Alabama
1,1953,11,52.1,Alabama
1,1953,12,44.4,Alabama
1,1954,1,46.9,Alabama
1,1954,2,52.0,Alabama
1,1954,3,53.8,Alabama
1,1954,4,67.5,Alabama
1,1954,5,66.2,Alabama
1,1954,6,79.0,Alabama
1,1954,7,82.4,Alabama
1,1954,8,83.4,Alabama
1,1954,9,78.2,Alabama
1,1954,10,65.2,Alabama
1,1954,11,50.9,Alabama
1,1954,12,44.6,Alabama
1,1955,1,44.0,Alabama
1,1955,2,49.1,Alabama
1,1955,3,58.6,Alabama
1,1955,4,66.2,Alabama
1,1955,5,73.3,Alabama
1,1955,6,73.3,Alabama
1,1955,7,79.8,Alabama
1,1955,8,80.3,Alabama
1,1955,9,76.8,Alabama
1,1955,10,62.0,Alabama
1,1955,11,51.8,Alabama
1,1955,12,46.0,Alabama
1,1956,1,42.2,Alabama
1,1956,2,53.5,Alabama
1,1956,3,54.6,Alabama
1,1956,4,61.2,Alabama
1,1956,5,73.3,Alabama
1,1956,6,76.2,Alabama
1,1956,7,79.6,Alabama
1,1956,8,80.1,Alabama
1,1956,9,72.1,Alabama
1,1956,10,65.0,Alabama
1,1956,11,51.0,Alabama
1,1956,12,54.2,Alabama
1,1957,1,48.4,Alabama
1,1957,2,56.4,Alabama
1,1957,3,52.7,Alabama
1,1957,4,65.0,Alabama
1,1957,5,71.8,Alabama
1,1957,6,78.2,Alabama
1,1957,7,79.7,Alabama
1,1957,8,79.5,Alabama
1,1957,9,73.8,Alabama
1,1957,10,59.4,Alabama
1,1957,11,55.0,Alabama
1,1957,12,47.5,Alabama
1,1958,1,39.7,Alabama
1,1958,2,38.2,Alabama
1,1958,3,50.9,Alabama
1,1958,4,63.3,Alabama
1,1958,5,70.8,Alabama
1,1958,6,77.9,Alabama
1,1958,7,79.0,Alabama
1,1958,8,78.9,Alabama
1,1958,9,75.1,Alabama
1,1958,10,62.3,Alabama
1,1958,11,55.9,Alabama
1,1958,12,42.6,Alabama
1,1959,1,43.1,Alabama
1,1959,2,49.4,Alabama
1,1959,3,52.1,Alabama
1,1959,4,62.3,Alabama
1,1959,5,72.8,Alabama
1,1959,6,76.6,Alabama
1,1959,7,79.8,Alabama
1,1959,8,80.2,Alabama
1,1959,9,74.7,Alabama
1,1959,10,66.2,Alabama
1,1959,11,51.3,Alabama
1,1959,12,46.9,Alabama
1,1960,1,44.5,Alabama
1,1960,2,44.4,Alabama
1,1960,3,45.3,Alabama
1,1960,4,64.1,Alabama
1,1960,5,67.8,Alabama
1,1960,6,77.3,Alabama
1,1960,7,81.1,Alabama
1,1960,8,79.1,Alabama
1,1960,9,74.6,Alabama
1,1960,10,65.1,Alabama
1,1960,11,53.4,Alabama
1,1960,12,41.8,Alabama
1,1961,1,39.2,Alabama
1,1961,2,52.0,Alabama
1,1961,3,57.4,Alabama
1,1961,4,58.9,Alabama
1,1961,5,67.7,Alabama
1,1961,6,73.9,Alabama
1,1961,7,77.9,Alabama
1,1961,8,77.4,Alabama
1,1961,9,74.4,Alabama
1,1961,10,62.0,Alabama
1,1961,11,55.4,Alabama
1,1961,12,47.0,Alabama
1,1962,1,42.6,Alabama
1,1962,2,55.4,Alabama
1,1962,3,50.9,Alabama
1,1962,4,60.0,Alabama
1,1962,5,75.3,Alabama
1,1962,6,77.0,Alabama
1,1962,7,80.8,Alabama
1,1962,8,80.3,Alabama
1,1962,9,74.6,Alabama
1,1962,10,65.6,Alabama
1,1962,11,51.2,Alabama
1,1962,12,42.9,Alabama
1,1963,1,39.1,Alabama
1,1963,2,41.8,Alabama
1,1963,3,58.3,Alabama
1,1963,4,65.8,Alabama
1,1963,5,71.7,Alabama
1,1963,6,77.1,Alabama
1,1963,7,78.1,Alabama
1,1963,8,79.3,Alabama
1,1963,9,73.1,Alabama
1,1963,10,65.7,Alabama
1,1963,11,53.1,Alabama
1,1963,12,37.6,Alabama
1,1964,1,42.4,Alabama
1,1964,2,42.5,Alabama
1,1964,3,54.1,Alabama
1,1964,4,65.0,Alabama
1,1964,5,71.1,Alabama
